Model			ADC		ID		SPS		Gain	Sensitivity Mode
DAQ24USB-4CH	CS5523	ND456	960		8		High
DAQ24USB-4CH	CS5523	ND457	1600	8		High
DAQ24USB-4CH	CS5523	ND458	1920	8		High
DAQ24USB-4CH	CS5523	ND459	3200	8		High
DAQ24USB-4CH	CS5523	ND460	3840	8		High

DAQ24USB-4CH	CS5523	ND461	6.25	16		High
DAQ24USB-4CH	CS5523	ND462	7.50	16		High
DAQ24USB-4CH	CS5523	ND463	12.5	16		High
DAQ24USB-4CH	CS5523	ND464	15.0	16		High
DAQ24USB-4CH	CS5523	ND465	25.0	16		High
DAQ24USB-4CH	CS5523	ND466	30.0	16		High
DAQ24USB-4CH	CS5523	ND467	50.0	16		High
DAQ24USB-4CH	CS5523	ND468	60.0	16		High
DAQ24USB-4CH	CS5523	ND469	100		16		High
DAQ24USB-4CH	CS5523	ND470	120		16		High
DAQ24USB-4CH	CS5523	ND471	200		16		High
DAQ24USB-4CH	CS5523	ND472	240		16		High
DAQ24USB-4CH	CS5523	ND473	400		16		High
DAQ24USB-4CH	CS5523	ND474	480		16		High
DAQ24USB-4CH	CS5523	ND475	800		16		High
DAQ24USB-4CH	CS5523	ND476	960		16		High
DAQ24USB-4CH	CS5523	ND477	1600	16		High
DAQ24USB-4CH	CS5523	ND478	1920	16		High
DAQ24USB-4CH	CS5523	ND479	3200	16		High
DAQ24USB-4CH	CS5523	ND480	3840	16		High

DAQ24USB-4CH	CS5523	ND481	6.25	32		High
DAQ24USB-4CH	CS5523	ND482	7.50	32		High
DAQ24USB-4CH	CS5523	ND483	12.5	32		High
DAQ24USB-4CH	CS5523	ND484	15.0	32		High
DAQ24USB-4CH	CS5523	ND485	25.0	32		High
DAQ24USB-4CH	CS5523	ND486	30.0	32		High
DAQ24USB-4CH	CS5523	ND487	50.0	32		High
DAQ24USB-4CH	CS5523	ND488	60.0	32		High
DAQ24USB-4CH	CS5523	ND489	100		32		High
DAQ24USB-4CH	CS5523	ND490	120		32		High
DAQ24USB-4CH	CS5523	ND491	200		32		High
DAQ24USB-4CH	CS5523	ND492	240		32		High
DAQ24USB-4CH	CS5523	ND493	400		32		High
DAQ24USB-4CH	CS5523	ND494	480		32		High
DAQ24USB-4CH	CS5523	ND495	800		32		High
DAQ24USB-4CH	CS5523	ND496	960		32		High
DAQ24USB-4CH	CS5523	ND497	1600	32		High
DAQ24USB-4CH	CS5523	ND498	1920	32		High
DAQ24USB-4CH	CS5523	ND499	3200	32		High
DAQ24USB-4CH	CS5523	ND500	3840	32		High

DAQ24USB-4CH	CS5523	ND501	6.25	64		High
DAQ24USB-4CH	CS5523	ND502	7.50	64		High
DAQ24USB-4CH	CS5523	ND503	12.5	64		High
DAQ24USB-4CH	CS5523	ND504	15.0	64		High
DAQ24USB-4CH	CS5523	ND505	25.0	64		High
DAQ24USB-4CH	CS5523	ND506	30.0	64		High
DAQ24USB-4CH	CS5523	ND507	50.0	64		High
DAQ24USB-4CH	CS5523	ND508	60.0	64		High
DAQ24USB-4CH	CS5523	ND509	100		64		High
DAQ24USB-4CH	CS5523	ND510	120		64		High
DAQ24USB-4CH	CS5523	ND511	200		64		High
DAQ24USB-4CH	CS5523	ND512	240		64		High
DAQ24USB-4CH	CS5523	ND513	400		64		High
DAQ24USB-4CH	CS5523	ND514	480		64		High
DAQ24USB-4CH	CS5523	ND515	800		64		High
DAQ24USB-4CH	CS5523	ND516	960		64		High
DAQ24USB-4CH	CS5523	ND517	1600	64		High
DAQ24USB-4CH	CS5523	ND518	1920	64		High
DAQ24USB-4CH	CS5523	ND519	3200	64		High
DAQ24USB-4CH	CS5523	ND520	3840	64		High

DAQ24USB-XR		ADS1255	ND521	30000	1		N/A
DAQ24USB-XR		ADS1255	ND522	1500	1		N/A
DAQ24USB-XR		ADS1255	ND523	7500	1		N/A
DAQ24USB-XR		ADS1255	ND524	3750	1		N/A
DAQ24USB-XR		ADS1255	ND525	2000	1		N/A
DAQ24USB-XR		ADS1255	ND526	1000	1		N/A
DAQ24USB-XR		ADS1255	ND527	500		1		N/A
DAQ24USB-XR		ADS1255	ND528	100		1		N/A
DAQ24USB-XR		ADS1255	ND529	60		1		N/A
DAQ24USB-XR		ADS1255	ND530	50		1		N/A
DAQ24USB-XR		ADS1255	ND531	30		1		N/A
DAQ24USB-XR		ADS1255	ND532	25		1		N/A
DAQ24USB-XR		ADS1255	ND533	15		1		N/A
DAQ24USB-XR		ADS1255	ND534	10		1		N/A
DAQ24USB-XR		ADS1255	ND535	5		1		N/A
DAQ24USB-XR		ADS1255	ND536	2.5		1		N/A

DAQ24USB-XR		ADS1255	ND537	30000	2		N/A
DAQ24USB-XR		ADS1255	ND538	1500	2		N/A
DAQ24USB-XR		ADS1255	ND539	7500	2		N/A
DAQ24USB-XR		ADS1255	ND540	3750	2		N/A
DAQ24USB-XR		ADS1255	ND541	2000	2		N/A
DAQ24USB-XR		ADS1255	ND542	1000	2		N/A
DAQ24USB-XR		ADS1255	ND543	500		2		N/A
DAQ24USB-XR		ADS1255	ND544	100		2		N/A
DAQ24USB-XR		ADS1255	ND545	60		2		N/A
DAQ24USB-XR		ADS1255	ND546	50		2		N/A
DAQ24USB-XR		ADS1255	ND547	30		2		N/A
DAQ24USB-XR		ADS1255	ND548	25		2		N/A
DAQ24USB-XR		ADS1255	ND549	15		2		N/A
DAQ24USB-XR		ADS1255	ND550	10		2		N/A
DAQ24USB-XR		ADS1255	ND551	5		2		N/A
DAQ24USB-XR		ADS1255	ND552	2.5		2		N/A

DAQ24USB-XR		ADS1255	ND553	30000	4		N/A
DAQ24USB-XR		ADS1255	ND554	1500	4		N/A
DAQ24USB-XR		ADS1255	ND555	7500	4		N/A
DAQ24USB-XR		ADS1255	ND556	3750	4		N/A
DAQ24USB-XR		ADS1255	ND557	2000	4		N/A
DAQ24USB-XR		ADS1255	ND558	1000	4		N/A
DAQ24USB-XR		ADS1255	ND559	500		4		N/A
DAQ24USB-XR		ADS1255	ND560	100		4		N/A
DAQ24USB-XR		ADS1255	ND561	60		4		N/A
DAQ24USB-XR		ADS1255	ND562	50		4		N/A
DAQ24USB-XR		ADS1255	ND563	30		4		N/A
DAQ24USB-XR		ADS1255	ND564	25		4		N/A
DAQ24USB-XR		ADS1255	ND565	15		4		N/A
DAQ24USB-XR		ADS1255	ND566	10		4		N/A
DAQ24USB-XR		ADS1255	ND567	5		4		N/A
DAQ24USB-XR		ADS1255	ND568	2.5		4		N/A

DAQ24USB-XR		ADS1255	ND569	30000	8		N/A
DAQ24USB-XR		ADS1255	ND570	1500	8		N/A
DAQ24USB-XR		ADS1255	ND571	7500	8		N/A
DAQ24USB-XR		ADS1255	ND572	3750	8		N/A
DAQ24USB-XR		ADS1255	ND573	2000	8		N/A
DAQ24USB-XR		ADS1255	ND574	1000	8		N/A
DAQ24USB-XR		ADS1255	ND575	500		8		N/A
DAQ24USB-XR		ADS1255	ND576	100		8		N/A
DAQ24USB-XR		ADS1255	ND577	60		8		N/A
DAQ24USB-XR		ADS1255	ND578	50		8		N/A
DAQ24USB-XR		ADS1255	ND579	30		8		N/A
DAQ24USB-XR		ADS1255	ND580	25		8		N/A
DAQ24USB-XR		ADS1255	ND581	15		8		N/A
DAQ24USB-XR		ADS1255	ND582	10		8		N/A
DAQ24USB-XR		ADS1255	ND583	5		8		N/A
DAQ24USB-XR		ADS1255	ND584	2.5		8		N/A

DAQ24USB-XR		ADS1255	ND585	30000	16		N/A
DAQ24USB-XR		ADS1255	ND586	1500	16		N/A
DAQ24USB-XR		ADS1255	ND587	7500	16		N/A
DAQ24USB-XR		ADS1255	ND588	3750	16		N/A
DAQ24USB-XR		ADS1255	ND589	2000	16		N/A
DAQ24USB-XR		ADS1255	ND590	1000	16		N/A
DAQ24USB-XR		ADS1255	ND591	500		16		N/A
DAQ24USB-XR		ADS1255	ND592	100		16		N/A
DAQ24USB-XR		ADS1255	ND593	60		16		N/A
DAQ24USB-XR		ADS1255	ND594	50		16		N/A
DAQ24USB-XR		ADS1255	ND595	30		16		N/A
DAQ24USB-XR		ADS1255	ND596	25		16		N/A
DAQ24USB-XR		ADS1255	ND597	15		16		N/A
DAQ24USB-XR		ADS1255	ND598	10		16		N/A
DAQ24USB-XR		ADS1255	ND599	5		16		N/A
DAQ24USB-XR		ADS1255	ND600	2.5		16		N/A

DAQ24USB-XR		ADS1255	ND601	30000	32		N/A
DAQ24USB-XR		ADS1255	ND602	1500	32		N/A
DAQ24USB-XR		ADS1255	ND603	7500	32		N/A
DAQ24USB-XR		ADS1255	ND604	3750	32		N/A
DAQ24USB-XR		ADS1255	ND605	2000	32		N/A
DAQ24USB-XR		ADS1255	ND606	1000	32		N/A
DAQ24USB-XR		ADS1255	ND607	500		32		N/A
DAQ24USB-XR		ADS1255	ND608	100		32		N/A
DAQ24USB-XR		ADS1255	ND609	60		32		N/A
DAQ24USB-XR		ADS1255	ND610	50		32		N/A
DAQ24USB-XR		ADS1255	ND611	30		32		N/A
DAQ24USB-XR		ADS1255	ND612	25		32		N/A
DAQ24USB-XR		ADS1255	ND613	15		32		N/A
DAQ24USB-XR		ADS1255	ND614	10		32		N/A
DAQ24USB-XR		ADS1255	ND615	5		32		N/A
DAQ24USB-XR		ADS1255	ND616	2.5		32		N/A

DAQ24USB-XR		ADS1255	ND617	30000	64		N/A
DAQ24USB-XR		ADS1255	ND618	1500	64		N/A
DAQ24USB-XR		ADS1255	ND619	7500	64		N/A
DAQ24USB-XR		ADS1255	ND620	3750	64		N/A
DAQ24USB-XR		ADS1255	ND621	2000	64		N/A
DAQ24USB-XR		ADS1255	ND622	1000	64		N/A
DAQ24USB-XR		ADS1255	ND623	500		64		N/A
DAQ24USB-XR		ADS1255	ND624	100		64		N/A
DAQ24USB-XR		ADS1255	ND625	60		64		N/A
DAQ24USB-XR		ADS1255	ND626	50		64		N/A
DAQ24USB-XR		ADS1255	ND627	30		64		N/A
DAQ24USB-XR		ADS1255	ND628	25		64		N/A
DAQ24USB-XR		ADS1255	ND629	15		64		N/A
DAQ24USB-XR		ADS1255	ND630	10		64		N/A
DAQ24USB-XR		ADS1255	ND631	5		64		N/A
DAQ24USB-XR		ADS1255	ND632	2.5		64		N/A

DAQ24USB-4		CS5523	ND101	6.25	1		N/A
DAQ24USB-4		CS5523	ND102	7.50	1		N/A
DAQ24USB-4		CS5523	ND103	12.5	1		N/A
DAQ24USB-4		CS5523	ND104	15.0	1		N/A
DAQ24USB-4		CS5523	ND105	25.0	1		N/A
DAQ24USB-4		CS5523	ND106	30.0	1		N/A
DAQ24USB-4		CS5523	ND107	50.0	1		N/A
DAQ24USB-4		CS5523	ND108	60.0	1		N/A
DAQ24USB-4		CS5523	ND109	100		1		N/A
DAQ24USB-4		CS5523	ND110	120		1		N/A
DAQ24USB-4		CS5523	ND111	200		1		N/A
DAQ24USB-4		CS5523	ND112	240		1		N/A
DAQ24USB-4		CS5523	ND113	400		1		N/A
DAQ24USB-4		CS5523	ND114	480		1		N/A
DAQ24USB-4		CS5523	ND115	800		1		N/A
DAQ24USB-4		CS5523	ND116	960		1		N/A
DAQ24USB-4		CS5523	ND117	1600	1		N/A
DAQ24USB-4		CS5523	ND118	1920	1		N/A
DAQ24USB-4		CS5523	ND119	3200	1		N/A
DAQ24USB-4		CS5523	ND120	3840	1		N/A

DAQ24USB-4		CS5523	ND121	6.25	2		N/A
DAQ24USB-4		CS5523	ND122	7.50	2		N/A
DAQ24USB-4		CS5523	ND123	12.5	2		N/A
DAQ24USB-4		CS5523	ND124	15.0	2		N/A
DAQ24USB-4		CS5523	ND125	25.0	2		N/A
DAQ24USB-4		CS5523	ND126	30.0	2		N/A
DAQ24USB-4		CS5523	ND127	50.0	2		N/A
DAQ24USB-4		CS5523	ND128	60.0	2		N/A
DAQ24USB-4		CS5523	ND129	100		2		N/A
DAQ24USB-4		CS5523	ND130	120		2		N/A
DAQ24USB-4		CS5523	ND131	200		2		N/A
DAQ24USB-4		CS5523	ND132	240		2		N/A
DAQ24USB-4		CS5523	ND133	400		2		N/A
DAQ24USB-4		CS5523	ND134	480		2		N/A
DAQ24USB-4		CS5523	ND135	800		2		N/A
DAQ24USB-4		CS5523	ND136	960		2		N/A
DAQ24USB-4		CS5523	ND137	1600	2		N/A
DAQ24USB-4		CS5523	ND138	1920	2		N/A
DAQ24USB-4		CS5523	ND139	3200	2		N/A
DAQ24USB-4		CS5523	ND140	3840	2		N/A

DAQ24USB-4		CS5523	ND141	6.25	4		N/A
DAQ24USB-4		CS5523	ND142	7.50	4		N/A
DAQ24USB-4		CS5523	ND143	12.5	4		N/A
DAQ24USB-4		CS5523	ND144	15.0	4		N/A
DAQ24USB-4		CS5523	ND145	25.0	4		N/A
DAQ24USB-4		CS5523	ND146	30.0	4		N/A
DAQ24USB-4		CS5523	ND147	50.0	4		N/A
DAQ24USB-4		CS5523	ND148	60.0	4		N/A
DAQ24USB-4		CS5523	ND149	100		4		N/A
DAQ24USB-4		CS5523	ND150	120		4		N/A
DAQ24USB-4		CS5523	ND151	200		4		N/A
DAQ24USB-4		CS5523	ND152	240		4		N/A
DAQ24USB-4		CS5523	ND153	400		4		N/A
DAQ24USB-4		CS5523	ND154	480		4		N/A
DAQ24USB-4		CS5523	ND155	800		4		N/A
DAQ24USB-4		CS5523	ND156	960		4		N/A
DAQ24USB-4		CS5523	ND157	1600	4		N/A
DAQ24USB-4		CS5523	ND158	1920	4		N/A
DAQ24USB-4		CS5523	ND159	3200	4		N/A
DAQ24USB-4		CS5523	ND160	3840	4		N/A

DAQ24USB-4		CS5523	ND161	6.25	8		N/A
DAQ24USB-4		CS5523	ND162	7.50	8		N/A
DAQ24USB-4		CS5523	ND163	12.5	8		N/A
DAQ24USB-4		CS5523	ND164	15.0	8		N/A
DAQ24USB-4		CS5523	ND165	25.0	8		N/A
DAQ24USB-4		CS5523	ND166	30.0	8		N/A
DAQ24USB-4		CS5523	ND167	50.0	8		N/A
DAQ24USB-4		CS5523	ND168	60.0	8		N/A
DAQ24USB-4		CS5523	ND169	100		8		N/A
DAQ24USB-4		CS5523	ND170	120		8		N/A
DAQ24USB-4		CS5523	ND171	200		8		N/A
DAQ24USB-4		CS5523	ND172	240		8		N/A
DAQ24USB-4		CS5523	ND173	400		8		N/A
DAQ24USB-4		CS5523	ND174	480		8		N/A
DAQ24USB-4		CS5523	ND175	800		8		N/A
DAQ24USB-4		CS5523	ND176	960		8		N/A
DAQ24USB-4		CS5523	ND177	1600	8		N/A
DAQ24USB-4		CS5523	ND178	1920	8		N/A
DAQ24USB-4		CS5523	ND179	3200	8		N/A
DAQ24USB-4		CS5523	ND180	3840	8		N/A

DAQ24USB-4		CS5523	ND181	6.25	16		N/A
DAQ24USB-4		CS5523	ND182	7.50	16		N/A
DAQ24USB-4		CS5523	ND183	12.5	16		N/A
DAQ24USB-4		CS5523	ND184	15.0	16		N/A
DAQ24USB-4		CS5523	ND185	25.0	16		N/A
DAQ24USB-4		CS5523	ND186	30.0	16		N/A
DAQ24USB-4		CS5523	ND187	50.0	16		N/A
DAQ24USB-4		CS5523	ND188	60.0	16		N/A
DAQ24USB-4		CS5523	ND189	100		16		N/A
DAQ24USB-4		CS5523	ND190	120		16		N/A
DAQ24USB-4		CS5523	ND191	200		16		N/A
DAQ24USB-4		CS5523	ND192	240		16		N/A
DAQ24USB-4		CS5523	ND193	400		16		N/A
DAQ24USB-4		CS5523	ND194	480		16		N/A
DAQ24USB-4		CS5523	ND195	800		16		N/A
DAQ24USB-4		CS5523	ND196	960		16		N/A
DAQ24USB-4		CS5523	ND197	1600	16		N/A
DAQ24USB-4		CS5523	ND198	1920	16		N/A
DAQ24USB-4		CS5523	ND199	3200	16		N/A
DAQ24USB-4		CS5523	ND200	3840	16		N/A

DAQ24USB-4		CS5523	ND201	6.25	32		N/A
DAQ24USB-4		CS5523	ND202	7.50	32		N/A
DAQ24USB-4		CS5523	ND203	12.5	32		N/A
DAQ24USB-4		CS5523	ND204	15.0	32		N/A
DAQ24USB-4		CS5523	ND205	25.0	32		N/A
DAQ24USB-4		CS5523	ND206	30.0	32		N/A
DAQ24USB-4		CS5523	ND207	50.0	32		N/A
DAQ24USB-4		CS5523	ND208	60.0	32		N/A
DAQ24USB-4		CS5523	ND209	100		32		N/A
DAQ24USB-4		CS5523	ND210	120		32		N/A
DAQ24USB-4		CS5523	ND211	200		32		N/A
DAQ24USB-4		CS5523	ND212	240		32		N/A
DAQ24USB-4		CS5523	ND213	400		32		N/A
DAQ24USB-4		CS5523	ND214	480		32		N/A
DAQ24USB-4		CS5523	ND215	800		32		N/A
DAQ24USB-4		CS5523	ND216	960		32		N/A
DAQ24USB-4		CS5523	ND217	1600	32		N/A
DAQ24USB-4		CS5523	ND218	1920	32		N/A
DAQ24USB-4		CS5523	ND219	3200	32		N/A
DAQ24USB-4		CS5523	ND220	3840	32		N/A

DAQ24USB-4		CS5523	ND221	6.25	64		N/A
DAQ24USB-4		CS5523	ND222	7.50	64		N/A
DAQ24USB-4		CS5523	ND223	12.5	64		N/A
DAQ24USB-4		CS5523	ND224	15.0	64		N/A
DAQ24USB-4		CS5523	ND225	25.0	64		N/A
DAQ24USB-4		CS5523	ND226	30.0	64		N/A
DAQ24USB-4		CS5523	ND227	50.0	64		N/A
DAQ24USB-4		CS5523	ND228	60.0	64		N/A
DAQ24USB-4		CS5523	ND229	100		64		N/A
DAQ24USB-4		CS5523	ND230	120		64		N/A
DAQ24USB-4		CS5523	ND231	200		64		N/A
DAQ24USB-4		CS5523	ND232	240		64		N/A
DAQ24USB-4		CS5523	ND233	400		64		N/A
DAQ24USB-4		CS5523	ND234	480		64		N/A
DAQ24USB-4		CS5523	ND235	800		64		N/A
DAQ24USB-4		CS5523	ND236	960		64		N/A
DAQ24USB-4		CS5523	ND237	1600	64		N/A
DAQ24USB-4		CS5523	ND238	1920	64		N/A
DAQ24USB-4		CS5523	ND239	3200	64		N/A
DAQ24USB-4		CS5523	ND240	3840	64		N/A
